ma_cd,bat_dau,ket_thuc,tram_muon,tram_tra,ma_kh,loai_xe,quang_duong_km,danh_gia
CD01506,27/06/2025 16:45,27/06/2025 17:14,DN03,DN02,KH0039,Xe máy điện,12.4,Bình thường
CD01507,27/06/2025 17:55,27/06/2025 17:17,HA02,HA01,KH0134,Xe đạp,9.5,Hài lòng
CD01508,27/06/2025 18:17,27/06/2025 18:37,DN04,DN03,KH0328,Xe đạp,4.7,Bình thường
CD01509,27/06/2025 18:23,27/06/2025 19:18,HA02,HA02,,Xe máy điện,18.3,Hài lòng
CD01510,27/06/2025 18:44,27/06/2025 18:57,HA01,HA02,,Xe đạp,1.5,Bình thường
CD01511,27/06/2025 19:13,27/06/2025 19:20,DN01,DN01,KH0390,Xe đạp,1.1,Bình thường
CD01512,28/06/2025 06:09,28/06/2025 07:25,DN01,DN04,KH0134,Xe đạp điện,24.5,Hài lòng
CD01513,28/06/2025 06:46,28/06/2025 07:04,DN02,DN04,KH0471,Xe đạp điện,4.6,Hài lòng
CD01514,28/06/2025 06:51,28/06/2025 07:35,DN03,DN04,,Xe máy điện,17.1,
CD01515,28/06/2025 07:48,28/06/2025 08:11,DN02,DN02,,xe đạp điện,5.3,Hài lòng
CD01516,28/06/2025 08:38,28/06/2025 09:02,DN01,DN02,,Xe máy điện,6.4,Hài lòng
CD01517,28/06/2025 09:27,28/06/2025 09:36,HA02,HA01,KH0227,xe đạp,2.1,Hài lòng
CD01518,28/06/2025 09:41,28/06/2025 10:04,DN03,DN01,,xe đạp điện,6.6,Bình thường
CD01519,28/06/2025 11:51,28/06/2025 12:02,DN01,DN02,KH0129,XE ĐẠP ĐIỆN,3.1,
CD01520,28/06/2025 14:09,28/06/2025 14:20,HA01,HA01,KH0049,Xe đạp,1.9,Bình thường
CD01521,28/06/2025 14:50,28/06/2025 15:18,DN01,DN03,,Xe đạp điện,4.8,
CD01522,28/06/2025 16:51,28/06/2025 17:30,HA01,HA01,KH0350,Xe đạp điện,15.3,Hài lòng
CD01522,28/06/2025 16:51,28/06/2025 17:30,HA01,HA01,KH0350,Xe đạp điện,15.3,Hài lòng
CD01523,28/06/2025 17:09,28/06/2025 17:47,DN03,DN01,KH0225,Xe máy điện,13.1,
CD01524,28/06/2025 22:53,28/06/2025 23:13,DN03,DN01,,Xe đạp,4.0,
CD01525,29/06/2025 07:01,29/06/2025 07:19,DN01,DN03,KH0201, Xe đạp,3.2,Hài lòng
CD01526,29/06/2025 07:11,29/06/2025 07:25,HA01,HA01,KH0430,Xe máy điện,5.5,Rất hài lòng
CD01527,29/06/2025 07:32,29/06/2025 07:48,DN01,DN03,KH0310,Xe đạp,2.8,Hài lòng
CD01528,29/06/2025 08:04,29/06/2025 08:40,DN04,DN03,,Xe máy điện,17.3,Rất hài lòng
CD01529,29/06/2025 08:13,29/06/2025 09:09,HA02,HA01,,Xe đạp điện,14.1,Hài lòng
CD01530,29/06/2025 08:29,29/06/2025 08:43,DN02,DN01,KH0499,Xe đạp điện,4.0,Bình thường
CD01531,29/06/2025 08:43,29/06/2025 09:35,HA02,HA02,KH0357,Xe máy điện,14.7,
CD01532,29/06/2025 08:54,29/06/2025 09:50,HA02,HA01,,Xe đạp điện,10.8,Rất hài lòng
CD01533,29/06/2025 10:28,29/06/2025 10:37,DN02,DN02,KH0069,Xe đạp điện,2.5,Không hài lòng
CD01534,29/06/2025 12:11,29/06/2025 12:49,DN01,DN01,,Xe máy điện,12.2,Hài lòng
CD01535,29/06/2025 12:16,29/06/2025 12:33,DN01,DN01,, Xe đạp,2.8,
CD01536,29/06/2025 14:30,29/06/2025 14:58,DN01,DN01,KH0475,Xe đạp,6.1,Hài lòng
CD01537,29/06/2025 15:32,29/06/2025 15:44,DN02,DN03,KH0334,Xe đạp,2.1,Bình thường
CD01538,29/06/2025 15:36,29/06/2025 16:35,HA01,HA01,KH0261,Xe máy điện,24.9,
CD01539,29/06/2025 16:31,29/06/2025 17:23,HA01,HA01,,Xe đạp điện,14.8,
CD01540,29/06/2025 16:33,29/06/2025 16:44,HA01,HA01,KH0198,Xe đạp điện,2.3,
CD01541,29/06/2025 19:03,29/06/2025 19:22,DN04,DN01,KH0026,Xe đạp điện,5.1,Bình thường
CD01542,29/06/2025 19:14,29/06/2025 20:19,HA01,HA02,,Xe máy điện,35.5,Hài lòng
CD01543,29/06/2025 19:56,29/06/2025 20:11,HA01,HA02,,Xe đạp,2.4,Bình thường
CD01544,29/06/2025 20:52,29/06/2025 21:16,HA01,HA01,KH0424,Xe đạp điện  ,4.9,
CD01545,30/06/2025 07:26,30/06/2025 07:27,HA02,HA02,,Xe đạp,0.1,Rất hài lòng
CD01546,30/06/2025 08:17,30/06/2025 08:34,DN01,DN02,,Xe máy điện,8.7,Rất hài lòng
CD01547,30/06/2025 11:15,30/06/2025 11:30,DN04,DN02,,Xe đạp,3.1,Bình thường
CD01548,30/06/2025 14:53,30/06/2025 15:19,DN02,DN04,,Xe đạp điện,5.8,Hài lòng
CD01549,30/06/2025 16:14,30/06/2025 16:29,DN02,DN02,KH0272,Xe đạp,2.1,Rất hài lòng
CD01550,30/06/2025 17:43,30/06/2025 18:11,HA02,HA01,,Xe đạp,6.7,Hài lòng
CD01551,30/06/2025 18:03,30/06/2025 18:24,HA01,HA01,KH0254,Xe đạp,5.1,Hài lòng
CD01552,30/06/2025 18:53,30/06/2025 19:50,HA01,HA02,KH0444,Xe đạp điện,17.7,
CD01553,30/06/2025 21:15,30/06/2025 21:33,DN02,DN02,KH0111,Xe đạp,4.3,
CD01554,01/07/2025 05:54,01/07/2025 06:09,DN03,DN03,KH0018,Xe đạp,3.6,Bình thường
CD01555,01/07/2025 06:06,01/07/2025 06:25,HA01,HA02,KH0223,Xe đạp điện,6.4,Hài lòng
CD01556,01/07/2025 06:13,01/07/2025 06:27,DN02,DN02,KH0463,Xe dap dien,4.6,
CD01557,01/07/2025 07:28,01/07/2025 08:23,DN03,DN03,KH0039,Xe máy điện,19.3,
CD01558,01/07/2025 08:00,01/07/2025 08:22,DN01,DN03,KH0115,Xe máy điện,5.7,Rất hài lòng
CD01559,01/07/2025 08:11,01/07/2025 08:31,HA01,HA01,KH0245,Xe đạp điện,5.5,Hài lòng
CD01560,01/07/2025 09:38,01/07/2025 09:58,DN02,DN01,KH0020,Xe máy điện,11.4,Rất hài lòng
CD01561,01/07/2025 09:51,01/07/2025 10:10,DN01,DN01,,Xe đạp điện,5.4,Hài lòng
CD01562,01/07/2025 10:06,01/07/2025 10:31,DN03,DN02,,Xe đạp điện,6.6,Hài lòng
CD01563,01/07/2025 10:20,01/07/2025 10:41,DN02,DN01,,Xe máy điện,7.8,Rất hài lòng
CD01564,01/07/2025 13:14,01/07/2025 13:30,HA01,HA02,KH0042,Xe đạp điện,3.3,
CD01565,01/07/2025 14:52,01/07/2025 15:03,DN03,DN01,,Xe đạp,2.0,Hài lòng
CD01566,01/07/2025 16:17,01/07/2025 16:28,DN03,DN04,,Xe đạp điện,,
CD01567,01/07/2025 16:27,01/07/2025 16:43,DN01,DN01,,Xe đạp điện,5.0,Hài lòng
CD01568,01/07/2025 16:46,01/07/2025 16:56,HA01,HA01,KH0507,xe đạp,1.6,Rất hài lòng
CD01569,01/07/2025 18:46,01/07/2025 19:24,HA02,HA01,,Xe máy điện,15.1,
CD01570,01/07/2025 19:49,01/07/2025 21:05,HA02,HA01,KH0295,Xe máy điện,33.5,Hài lòng
CD01571,01/07/2025 20:28,01/07/2025 21:13,DN01,DN01,KH0401,XE ĐẠP ĐIỆN,10.2,
CD01572,02/07/2025 05:48,02/07/2025 06:03,HA01,HA02,,Xe đạp,3.1,Rất hài lòng
CD01573,02/07/2025 06:19,02/07/2025 07:18,HA02,HA02,,Xe đạp điện,14.6,Rất hài lòng
CD01574,02/07/2025 06:34,02/07/2025 07:37,HA02,HA02,,xe máy điện,23.7,Rất hài lòng
CD01575,02/07/2025 06:40,02/07/2025 06:55,DN03,DN03,,Xe đạp điện,4.1,Rất hài lòng
CD01576,02/07/2025 07:16,02/07/2025 07:29,HA02,HA01,KH0189,Xe máy điện,4.7,Rất hài lòng
CD01577,02/07/2025 07:57,,DN01,DN03,KH0044,Xe đạp,2.0,Bình thường
CD01578,02/07/2025 08:43,02/07/2025 09:35,HA01,HA01,, Xe máy điện,16.5,Rất hài lòng
CD01579,02/07/2025 12:50,02/07/2025 13:56,HA01,HA02,KH0125,Xe máy điện,25.0,
CD01580,02/07/2025 13:04,02/07/2025 13:25,HA02,HA01,KH0336,Xe đạp điện,5.6,Bình thường
CD01581,02/07/2025 13:14,02/07/2025 14:27,DN01,DN04,,Xe máy điện,16.1,Hài lòng
CD01582,02/07/2025 15:26,02/07/2025 15:51,HA02,HA02,KH0400,Xe đạp,,
CD01583,02/07/2025 15:31,02/07/2025 15:41,DN01,DN04,,XE ĐẠP ĐIỆN,2.5,Hài lòng
CD01584,02/07/2025 15:57,02/07/2025 16:46,DN01,DN03,,XE ĐẠP ĐIỆN,12.5,
CD01584,02/07/2025 15:57,02/07/2025 16:46,DN01,DN03,,XE ĐẠP ĐIỆN,12.5,
CD01585,02/07/2025 16:05,02/07/2025 16:18,DN02,DN01,KH0006,Xe máy điện,3.7,
CD01586,02/07/2025 17:20,02/07/2025 17:47,DN03,DN03,KH0075,Xe đạp điện,7.8,Rất hài lòng
CD01587,02/07/2025 17:27,02/07/2025 17:41,HA02,HA01,,Xe đạp điện,4.9,
CD01588,02/07/2025 18:13,02/07/2025 18:59,DN02,DN02,,Xe may dien,17.7,Hài lòng
CD01589,02/07/2025 18:26,02/07/2025 18:33,DN01,DN04,KH0199,Xe đạp điện,2.7,
CD01590,03/07/2025 05:54,03/07/2025 06:18,HA01,HA02,,Xe máy điện,7.3,Rất hài lòng
CD01591,03/07/2025 06:03,03/07/2025 06:14,DN01,DN02,,Xe đạp điện,3.1,Rất hài lòng
CD01592,03/07/2025 06:18,03/07/2025 07:34,DN01,DN03,KH0136,Xe máy điện,41.0,
CD01593,03/07/2025 07:25,03/07/2025 08:56,DN03,DN01,KH0340,Xe đạp điện,21.6,Bình thường
CD01593,03/07/2025 07:25,03/07/2025 08:56,DN03,DN01,KH0340,Xe đạp điện,21.6,Bình thường
CD01594,03/07/2025 08:26,,DN04,DN01,KH0062,Xe đạp điện,10.1,Hài lòng
CD01595,03/07/2025 08:35,03/07/2025 08:51,DN04,DN04,KH0408,Xe đạp điện,4.1,Hài lòng
CD01596,03/07/2025 11:39,03/07/2025 12:10,HA01,HA02,KH0509,Xe đạp điện,9.0,Bình thường
CD01597,03/07/2025 11:59,03/07/2025 12:17,DN04,DN01,KH0026,Xe dap dien,3.6,
CD01598,03/07/2025 12:24,03/07/2025 12:29,DN03,DN02,,Xe đạp,0.8,Hài lòng
CD01599,03/07/2025 15:15,03/07/2025 15:41,HA01,HA02,KH0295,Xe đạp điện,5.9,Rất hài lòng
CD01600,03/07/2025 15:51,03/07/2025 16:13,DN01,DN02,,Xe máy điện,7.4,Rất hài lòng
CD01601,03/07/2025 17:31,03/07/2025 16:33,DN01,DN01,KH0225,Xe máy điện,11.7,Hài lòng
CD01602,03/07/2025 17:35,03/07/2025 18:19,DN03,DN04,KH0212,Xe máy điện,15.1,
CD01603,03/07/2025 17:37,03/07/2025 18:05,HA02,HA02,KH0298,Xe đạp,4.5,Hài lòng
CD01604,03/07/2025 17:47,03/07/2025 18:09,DN02,DN01,KH0213,XE ĐẠP ĐIỆN,5.6,
CD01605,03/07/2025 18:28,03/07/2025 19:38,HA02,HA01,,Xe máy điện,13.7,
CD01606,03/07/2025 21:35,03/07/2025 22:01,DN01,DN01,,Xe máy điện,6.9,
CD01607,04/07/2025 07:26,04/07/2025 08:10,HA01,HA01,,Xe máy điện,21.4,
CD01608,04/07/2025 07:40,04/07/2025 07:41,DN01,DN01,KH0247,Xe đạp,0.0,Hài lòng
CD01609,04/07/2025 07:55,04/07/2025 08:30,HA01,HA01,KH0147,Xe đạp,8.1,Bình thường
CD01610,04/07/2025 09:03,04/07/2025 09:22,HA02,HA01,KH0417,XE ĐẠP,4.1,
CD01611,04/07/2025 10:11,04/07/2025 10:20,DN01,DN03,KH0500,Xe đạp,1.3,Bình thường
CD01612,04/07/2025 12:47,04/07/2025 14:44,DN03,DN04,,Xe máy điện,51.9,Bình thường
CD01613,04/07/2025 14:37,04/07/2025 14:59,HA02,HA01,,Xe đạp,4.7,Bình thường
CD01614,04/07/2025 15:11,04/07/2025 15:21,DN03,DN04,KH0289,XE ĐẠP,1.5,
CD01615,04/07/2025 15:54,04/07/2025 16:16,DN01,DN01,,Xe máy điện,5.8,Rất hài lòng
CD01616,04/07/2025 17:25,04/07/2025 18:13,DN01,DN03,KH0253,xe máy điện,16.4,Hài lòng
CD01617,04/07/2025 18:05,04/07/2025 18:27,DN02,DN02,KH0095,Xe đạp điện,7.1,Hài lòng
CD01618,05/07/2025 06:21,05/07/2025 06:38,DN03,DN04,,Xe đạp điện  ,3.7,Rất hài lòng
CD01619,05/07/2025 08:45,05/07/2025 09:23,DN01,DN01,KH0068,xe đạp,7.1,Hài lòng
CD01620,05/07/2025 13:15,05/07/2025 13:36,DN04,DN03,KH0122,Xe máy điện,8.7,Rất hài lòng
CD01621,05/07/2025 13:17,05/07/2025 14:16,HA01,HA02,KH0489,Xe đạp điện,15.6,Bình thường
CD01622,05/07/2025 13:26,05/07/2025 13:36,DN03,DN03,,Xe đạp,2.3,Rất hài lòng
CD01622,05/07/2025 13:26,05/07/2025 13:36,DN03,DN03,,Xe đạp,2.3,Rất hài lòng
CD01623,05/07/2025 16:27,05/07/2025 16:43,HA02,HA01,KH0265,Xe đạp điện,4.3,Hài lòng
CD01624,05/07/2025 17:02,05/07/2025 17:18,DN02,DN03,,Xe máy điện,7.5,Rất hài lòng
CD01625,05/07/2025 17:50,05/07/2025 18:12,DN01,DN02,KH0254,Xe đạp điện,6.5,Bình thường
CD01626,05/07/2025 19:27,05/07/2025 19:52,DN03,DN01,KH0039,Xe may dien,7.6,Hài lòng
CD01627,05/07/2025 19:34,05/07/2025 20:07,DN04,DN01,KH0225,Xe đạp,5.3,Bình thường
CD01628,05/07/2025 19:45,05/07/2025 20:06,DN02,DN03,KH0133,Xe đạp điện,6.4,Bình thường
CD01629,05/07/2025 19:57,05/07/2025 20:16,DN03,DN03,KH0393,Xe đạp,4.8,Bình thường
CD01630,05/07/2025 20:24,05/07/2025 20:54,DN04,DN01,,Xe đạp điện,10.8,Không hài lòng
CD01631,06/07/2025 05:40,06/07/2025 06:00,DN04,DN03,KH0192,XE MÁY ĐIỆN,6.2,Rất hài lòng
CD01632,06/07/2025 06:38,06/07/2025 07:10,HA02,HA01,,Xe đạp điện,8.6,Bình thường
CD01633,06/07/2025 07:20,06/07/2025 07:37,DN03,DN03,KH0044,Xe đạp điện,4.4,Hài lòng
CD01634,06/07/2025 08:20,06/07/2025 09:30,DN04,DN04,KH0231,Xe máy điện,22.1,Bình thường
CD01635,06/07/2025 09:08,06/07/2025 10:05,HA01,HA01,,Xe máy điện,24.9,
CD01636,06/07/2025 11:23,06/07/2025 11:45,DN04,DN03,KH0467,Xe máy điện,6.8,
CD01637,06/07/2025 11:37,06/07/2025 11:54,DN03,DN01,KH0298, Xe đạp,3.5,Bình thường
CD01638,06/07/2025 13:35,06/07/2025 13:47,DN02,DN02,KH0332,Xe dap,,Rất hài lòng
CD01639,06/07/2025 16:19,06/07/2025 16:49,DN01,DN01,KH0001,XE MÁY ĐIỆN,12.9,
CD01640,06/07/2025 16:27,06/07/2025 16:38,DN03,DN03,KH0440,XE ĐẠP,2.0,Rất hài lòng
CD01641,06/07/2025 16:34,06/07/2025 16:55,DN01,DN01,KH0475,Xe máy điện,7.9,Hài lòng
CD01642,06/07/2025 16:52,06/07/2025 17:09,HA01,HA01,KH0263,Xe đạp điện,3.8,Hài lòng
CD01643,06/07/2025 17:15,06/07/2025 17:40,HA01,HA01,KH0166,XE ĐẠP ĐIỆN,5.7,Bình thường
CD01644,06/07/2025 17:27,06/07/2025 17:35,DN01,DN01,KH0136,Xe đạp,1.2,Hài lòng
CD01645,06/07/2025 17:53,06/07/2025 18:12,HA01,HA02,KH0172,Xe đạp,3.0,Hài lòng
CD01646,06/07/2025 18:25,06/07/2025 18:41,DN03,DN03,KH0029, Xe máy điện,7.4,Hài lòng
CD01647,06/07/2025 19:00,06/07/2025 19:14,HA01,HA02,,Xe đạp điện,3.7,
CD01648,06/07/2025 19:06,06/07/2025 19:47,HA01,HA02,KH0046,Xe đạp điện,10.8,Không hài lòng
CD01649,06/07/2025 20:53,06/07/2025 21:15,DN03,DN02,KH0144,Xe đạp điện,5.2,
CD01650,07/07/2025 05:01,07/07/2025 05:30,DN03,DN04,KH0497,Xe máy điện,9.6,Rất hài lòng
CD01651,07/07/2025 06:42,07/07/2025 07:02,DN02,DN01,KH0406,Xe dap dien,2.4,
CD01652,07/07/2025 09:47,07/07/2025 10:11,HA01,HA01,KH0331,Xe đạp,4.8,Bình thường
CD01653,07/07/2025 10:40,07/07/2025 10:54,DN03,DN03,,Xe máy điện,5.7,Hài lòng
CD01654,07/07/2025 11:51,07/07/2025 12:58,HA01,HA02,KH0378,Xe máy điện,24.6,Rất hài lòng
CD01655,07/07/2025 12:14,07/07/2025 12:39,DN01,DN03,KH0206,Xe đạp,4.5,
CD01656,07/07/2025 15:49,07/07/2025 16:27,DN01,DN02,,xe máy điện,16.0,Rất hài lòng
CD01657,07/07/2025 18:46,07/07/2025 19:38,HA01,HA02,KH0020, Xe máy điện,20.6,Hài lòng
CD01658,07/07/2025 18:52,07/07/2025 18:53,DN01,DN01,KH0027,Xe đạp điện,0.1,Không hài lòng
CD01659,07/07/2025 18:58,07/07/2025 19:46,DN04,DN03,KH0202,Xe đạp điện,11.7,Bình thường
CD01660,07/07/2025 19:29,07/07/2025 19:48,DN01,DN03,KH0131,Xe đạp,3.3,Bình thường
CD01661,07/07/2025 19:29,07/07/2025 19:58,HA01,HA01,KH0361,Xe đạp,4.0,Hài lòng
CD01662,07/07/2025 20:53,07/07/2025 21:24,HA01,HA01,,Xe đạp điện,10.4,Bình thường
CD01663,08/07/2025 06:26,08/07/2025 07:12,DN03,DN03,KH0141,Xe máy điện,21.0,Hài lòng
CD01664,08/07/2025 06:27,08/07/2025 07:40,DN02,DN01,,Xe đạp điện,17.8,Bình thường
CD01665,08/07/2025 06:42,08/07/2025 07:18,DN04,DN01,,Xe đạp,7.5,Bình thường
CD01666,08/07/2025 07:58,08/07/2025 08:18,DN02,DN02,,Xe đạp,5.2,Không hài lòng
CD01667,08/07/2025 08:48,08/07/2025 09:09,DN01,DN01,KH0120,Xe đạp điện,5.8,
CD01668,08/07/2025 08:51,08/07/2025 09:06,DN03,DN02,KH0080,Xe đạp,3.4,
CD01669,08/07/2025 09:03,08/07/2025 09:36,DN01,DN02,KH0300,Xe máy điện,10.7,Hài lòng
CD01670,08/07/2025 11:38,08/07/2025 12:08,HA02,HA01,KH0199,Xe đạp,5.7,Rất hài lòng
CD01671,08/07/2025 14:38,08/07/2025 15:04,DN02,DN03,,Xe máy điện,13.7,
CD01672,08/07/2025 15:54,08/07/2025 16:28,DN01,DN01,KH0106,XE ĐẠP ĐIỆN,8.7,Hài lòng
CD01673,08/07/2025 16:22,08/07/2025 16:44,DN01,DN02,KH0001, Xe đạp,4.3,Bình thường
CD01674,08/07/2025 16:26,08/07/2025 17:13,DN03,DN02,KH0551,Xe đạp,5.4,
CD01675,08/07/2025 17:33,08/07/2025 17:47,DN04,DN02,,Xe đạp,3.0,Không hài lòng
CD01676,08/07/2025 17:37,08/07/2025 18:03,HA01,HA01,KH0177,Xe máy điện,7.7,Rất hài lòng
CD01677,09/07/2025 05:13,09/07/2025 05:47,DN04,DN02,KH0015,Xe máy điện,15.5,
CD01678,09/07/2025 06:08,09/07/2025 06:20,DN03,DN03,KH0054,Xe đạp điện  ,3.0,Hài lòng
CD01679,09/07/2025 06:22,09/07/2025 07:04,DN04,DN02,,XE ĐẠP,7.9,Bình thường
CD01680,09/07/2025 06:36,,HA01,HA02,KH0274,Xe đạp điện,5.8,Rất hài lòng
CD01681,09/07/2025 06:41,09/07/2025 07:42,DN02,DN02,,Xe máy điện,19.2,
CD01682,09/07/2025 08:03,09/07/2025 08:23,HA02,HA01,,Xe đạp,3.9,Không hài lòng
CD01683,09/07/2025 08:18,09/07/2025 09:00,HA02,HA02,KH0312,Xe đạp,4.7,
CD01684,09/07/2025 08:24,09/07/2025 08:54,DN03,DN01,KH0441,Xe máy điện,14.6,Bình thường
CD01685,09/07/2025 08:35,09/07/2025 09:07,DN03,DN02,,Xe máy điện,15.9,Rất hài lòng
CD01686,09/07/2025 10:21,09/07/2025 10:57,HA01,HA02,KH0270,Xe đạp điện,6.9,
CD01687,09/07/2025 12:58,09/07/2025 13:07,DN01,DN02,KH0529,xe đạp,1.6,Rất hài lòng
CD01688,09/07/2025 15:13,09/07/2025 15:54,HA02,HA02,KH0099,Xe máy điện,17.0,Bình thường
CD01689,09/07/2025 15:29,,DN03,DN04,,Xe đạp,3.5,Bình thường
CD01690,09/07/2025 16:16,09/07/2025 16:32,DN02,DN02,KH0335,Xe đạp điện,,Hài lòng
CD01691,09/07/2025 17:33,09/07/2025 18:10,HA02,HA01,KH0108,Xe đạp điện,7.0,Hài lòng
CD01692,09/07/2025 17:37,09/07/2025 18:15,DN01,DN02,KH0222,xe đạp điện,12.4,Hài lòng
CD01693,09/07/2025 17:57,09/07/2025 18:24,DN01,DN03,,Xe máy điện,10.7,Hài lòng
CD01694,09/07/2025 18:02,09/07/2025 18:33,HA02,HA02,,Xe đạp điện,8.3,Hài lòng
CD01695,09/07/2025 18:11,09/07/2025 19:00,DN03,DN03,KH0324, Xe máy điện,12.0,Rất hài lòng
CD01696,09/07/2025 18:14,09/07/2025 19:00,DN03,DN02,KH0382,Xe máy điện,19.0,Hài lòng
CD01697,09/07/2025 18:35,09/07/2025 18:58,HA02,HA01,,Xe máy điện,7.1,
CD01698,09/07/2025 19:06,,DN03,DN03,,Xe đạp,2.9,
CD01699,09/07/2025 19:08,09/07/2025 19:30,HA01,HA02,KH0312,Xe đạp điện,6.4,
CD01700,09/07/2025 22:22,09/07/2025 22:54,HA01,HA02,,Xe đạp,5.6,
CD01701,10/07/2025 07:15,10/07/2025 07:23,DN07,DN02,KH0187,Xe đạp,1.2,Hài lòng
CD01702,10/07/2025 08:23,10/07/2025 08:48,DN01,DN04,,Xe đạp điện,6.3,Bình thường
CD01703,10/07/2025 09:08,10/07/2025 09:30,DN01,DN01,KH0014,Xe đạp điện,6.8,
CD01704,10/07/2025 09:24,10/07/2025 10:19,HA01,HA02,KH0027,Xe máy điện,26.6,Hài lòng
CD01705,10/07/2025 09:33,10/07/2025 09:43,DN01,DN01,KH0039,xe đạp,2.1,Hài lòng
CD01706,10/07/2025 11:07,10/07/2025 11:31,HA01,HA01,KH0213,Xe dap dien,5.4,Hài lòng
CD01707,10/07/2025 13:06,10/07/2025 13:20,DN01,DN02,KH0494,Xe đạp điện,3.6,Bình thường
CD01708,10/07/2025 14:35,10/07/2025 14:56,DN04,DN01,KH0198,xe đạp điện,5.7,
CD01709,10/07/2025 14:45,10/07/2025 15:51,DN01,DN01,KH0245,Xe máy điện,19.4,Rất hài lòng
CD01710,10/07/2025 17:01,10/07/2025 17:54,HA02,HA01,KH0207,Xe đạp,10.5,Bình thường
CD01711,10/07/2025 17:29,10/07/2025 17:30,DN03,DN03,,Xe máy điện,0.0,Bình thường
CD01712,10/07/2025 17:37,10/07/2025 18:54,HA01,HA01,KH0195,Xe may dien,28.2,Hài lòng
CD01713,10/07/2025 18:04,10/07/2025 18:50,DN02,DN03,KH0114,Xe dap dien,9.2,
CD01714,10/07/2025 18:16,10/07/2025 18:39,DN03,DN01,,Xe đạp,3.5,Hài lòng
CD01715,10/07/2025 18:50,10/07/2025 20:07,HA02,HA01,,Xe máy điện,23.4,Bình thường
CD01715,10/07/2025 18:50,10/07/2025 20:07,HA02,HA01,,Xe máy điện,23.4,Bình thường
CD01716,10/07/2025 19:27,10/07/2025 19:47,HA02,HA01,KH0305, Xe máy điện,7.2,Rất hài lòng
CD01717,10/07/2025 19:59,10/07/2025 20:15,DN02,DN04,KH0030,Xe đạp,3.3,Bình thường
CD01718,11/07/2025 06:57,11/07/2025 07:08,DN02,DN03,KH0167,Xe đạp,2.0,
CD01719,11/07/2025 07:04,11/07/2025 07:14,DN01,DN01,KH0111,Xe đạp,1.8,Hài lòng
CD01720,11/07/2025 07:21,11/07/2025 07:41,DN01,DN01,,Xe dap,4.2,
CD01721,11/07/2025 08:27,11/07/2025 09:01,DN01,DN01,,Xe đạp điện,11.4,Hài lòng
CD01722,11/07/2025 08:36,11/07/2025 09:25,DN02,DN03,KH0009,Xe đạp,11.0,
CD01723,11/07/2025 11:24,11/07/2025 11:41,DN02,DN03,KH0217,Xe đạp,3.4,Bình thường
CD01724,11/07/2025 12:42,11/07/2025 13:34,DN02,DN01,KH0219,xe đạp điện,12.0,Rất hài lòng
CD01725,11/07/2025 15:57,11/07/2025 16:08,DN04,DN03,,Xe đạp,1.0,Rất hài lòng
CD01726,11/07/2025 17:15,11/07/2025 17:23,DN01,DN01,KH0147,Xe đạp điện,2.0,Hài lòng
CD01727,11/07/2025 17:25,11/07/2025 17:50,HA01,HA01,,Xe máy điện,9.4,Hài lòng
CD01728,11/07/2025 18:18,11/07/2025 18:30,DN02,DN01,KH0329,Xe đạp,1.6,Hài lòng
CD01729,11/07/2025 18:48,11/07/2025 19:13,DN01,DN02,KH0311,Xe đạp điện,6.4,
CD01730,11/07/2025 19:07,11/07/2025 19:25,DN01,DN03,,Xe đạp điện,5.0,Không hài lòng
CD01731,11/07/2025 19:17,11/07/2025 19:27,HA01,HA01,KH0326,xe đạp,2.1,Rất hài lòng
CD01732,12/07/2025 07:16,,DN04,DN02,,Xe máy điện,8.7,
CD01733,12/07/2025 07:43,12/07/2025 07:59,HA02,HA01,KH0494,Xe đạp,3.0,
CD01734,12/07/2025 07:43,12/07/2025 07:04,DN02,DN01,KH0491,XE ĐẠP ĐIỆN,10.2,Hài lòng
CD01735,12/07/2025 07:56,12/07/2025 08:28,DN02,DN03,KH0198,Xe máy điện,13.1,Hài lòng
CD01736,12/07/2025 07:57,12/07/2025 08:06,DN01,DN01,KH0344,Xe đạp điện,2.0,
CD01737,12/07/2025 08:27,12/07/2025 08:36,DN01,DN02,KH0246,Xe đạp,1.4,
CD01738,12/07/2025 10:21,12/07/2025 11:03,HA01,HA01,,Xe máy điện,15.0,
CD01739,12/07/2025 10:26,12/07/2025 11:04,HA01,HA01,,Xe đạp điện,10.9,Hài lòng
CD01740,12/07/2025 11:04,12/07/2025 13:34,DN02,DN02,KH0238,Xe máy điện,46.0,Bình thường
CD01741,12/07/2025 12:03,12/07/2025 12:34,DN02,DN04,,XE MÁY ĐIỆN,10.8,Bình thường
CD01742,12/07/2025 12:55,12/07/2025 13:06,DN02,DN01,KH0490,Xe đạp,2.5,Bình thường
CD01743,12/07/2025 13:03,12/07/2025 14:43,HA02,HA01,,Xe máy điện,35.0,
CD01744,12/07/2025 13:35,12/07/2025 14:07,DN01,DN01,KH0398,Xe đạp điện,7.3,Hài lòng
CD01745,12/07/2025 17:13,12/07/2025 18:44,HA01,HA01,KH0075,Xe máy điện,25.7,
CD01746,12/07/2025 17:14,12/07/2025 17:29,DN01,DN01,KH0160,Xe máy điện,5.2,Hài lòng
CD01747,12/07/2025 18:21,12/07/2025 19:01,DN03,DN01,KH0216,Xe đạp,5.8,Hài lòng
CD01748,12/07/2025 18:59,12/07/2025 19:41,HA01,HA02,,Xe máy điện,12.2,Hài lòng
