ma_gd,thoi_gian,ma_cn,ma_kh,ma_sp,so_luong,kenh,thoi_gian_cho,danh_gia
GD01834,22/05/2025 10:12,CN01,,SP10,1,Mang đi,2.0,
GD01835,22/05/2025 10:20,CN03,,SP08,2,Giao hàng,27.5,Bình thường
GD01836,22/05/2025 10:49,CN03,KH0430,SP08,1,Mang đi,2.1,Rất tốt
GD01837,22/05/2025 11:14,CN04,KH0397,SP18,3,Giao hàng,15.5,Tệ
GD01838,22/05/2025 12:12,CN04,KH0165,SP10,4,Mang đi,3.0,Rất tốt
GD01839,22/05/2025 13:07,CN03,,SP01,1,Giao hàng,27.0,Bình thường
GD01840,22/05/2025 14:11,CN02,KH0361,SP03,2,Mang đi,6.4,
GD01841,22/05/2025 15:03,CN03,KH0209,SP12,1,Giao hàng,32.3,Tốt
GD01842,22/05/2025 15:22,CN02,,SP14,2,Tại quán,4.5,Tốt
GD01843,22/05/2025 15:55,CN02,KH0295,SP07,2,Giao hàng,46.3,
GD01844,22/05/2025 18:55,CN02,,SP04,1,Tại quán,2.7,Rất tốt
GD01845,22/05/2025 20:00,CN03,KH0010,SP09,2,Mang đi,8.5,Tốt
GD01846,22/05/2025 20:34,CN02,KH0381,SP01,1,Mang đi,2.5,Rất tốt
GD01847,22/05/2025 21:38,CN01,KH0181,SP01,2,Tại quán,4.5,Tốt
GD01848,23/05/2025 08:41,CN02,,SP01,1,Tai quan,12.4,
GD01849,23/05/2025 08:54,CN01,,SP16,3,Giao hàng,25.0,Bình thường
GD01850,23/05/2025 09:23,CN02,,SP09,2,Giao hàng,35.0,Bình thường
GD01851,23/05/2025 13:34,CN02,,SP01,1,Giao hàng,26.4,Tệ
GD01852,23/05/2025 14:40,CN03,KH0035,SP06,2,Tại quán,6.5,Tốt
GD01853,23/05/2025 15:40,CN04,,SP15,1,Mang đi,6.0,Tốt
GD01854,23/05/2025 16:02,CN01,KH0213,SP01,1,Tại quán,5.3,Tốt
GD01855,23/05/2025 16:50,CN01,KH0190,SP13,1,Tại quán,8.5,Bình thường
GD01856,23/05/2025 20:44,CN01,KH0040,SP06,2, Giao hàng,21.7,Bình thường
GD01857,24/05/2025 08:33,CN04,,SP11,2,Mang đi,7.5,
GD01858,24/05/2025 09:12,CN02,KH0288,SP09,2,Tại quán,4.2,Tốt
GD01859,24/05/2025 11:08,CN01,,SP04,2,Giao hàng,37.6,Bình thường
GD01860,24/05/2025 11:38,CN04,,SP04,,Mang đi,3.6,Tốt
GD01861,24/05/2025 12:03,CN02,KH0196,SP02,2,Mang đi,4.6,
GD01862,24/05/2025 14:00,CN04,,SP01,1,Tại quán,4.5,Rất tốt
GD01863,24/05/2025 14:03,CN01,KH0160,SP07,1,Giao hàng,36.8,Bình thường
GD01864,24/05/2025 17:00,CN02,,SP01,1,Giao hàng,32.0,Bình thường
GD01865,24/05/2025 18:58,CN01,KH0224,SP04,3,Mang đi,5.3,
GD01866,24/05/2025 19:10,CN03,KH0192,SP02,1,Mang đi,5.9,Tốt
GD01867,24/05/2025 19:26,CN04,KH0052,SP16,3, Tại quán,4.0,Bình thường
GD01868,24/05/2025 20:26,CN03,KH0320,SP08,4,Giao hàng,29.6,Tệ
GD01869,25/05/2025 08:48,CN02,KH0221,SP02,3,Giao hàng,27.4,Tốt
GD01870,25/05/2025 09:11,CN03,KH0324,SP01,2,Mang đi,2.7,Rất tốt
GD01871,25/05/2025 09:16,CN01,,SP04,1,Giao hàng,15.7,
GD01872,25/05/2025 09:23,CN02,KH0370,SP06,2,Tại quán,6.0,Rất tốt
GD01873,25/05/2025 09:37,CN03,KH0246,SP06,1,Mang đi,6.5,Tốt
GD01874,25/05/2025 10:29,CN04,KH0321,SP05,1,Tại quán,8.8,Tốt
GD01875,25/05/2025 13:55,CN03,KH0269,SP08,2,GIAO HÀNG,24.7,Bình thường
GD01876,25/05/2025 15:53,CN03,KH0381,SP10,,Mang đi,3.9,Tốt
GD01877,25/05/2025 17:07,CN02,,SP05,1,Mang đi,4.4,Rất tốt
GD01878,25/05/2025 17:33,CN02,KH0295,SP02,5,Tại quán,6.6,
GD01879,25/05/2025 20:24,CN02,,SP09,1,Mang đi,6.7,Tốt
GD01880,25/05/2025 20:54,CN01,,SP08,1, Tại quán,3.0,Rất tốt
GD01881,26/05/2025 08:29,CN01,KH0169,SP05,3,Tại quán,10.0,Tốt
GD01882,26/05/2025 09:49,CN01,KH0139,SP04,1,Giao hàng,27.0,Bình thường
GD01883,26/05/2025 10:11,CN02,,SP03,2,Mang đi,4.2,
GD01884,26/05/2025 11:20,CN03,KH0054,SP09,2,Tại quán,3.9,
GD01885,26/05/2025 14:10,CN04,,SP03,2,tại quán,6.0,Tốt
GD01886,26/05/2025 15:02,CN02,KH0150,SP12,1,Tại quán,7.7,Tốt
GD01887,26/05/2025 17:46,CN04,,SP16,2, Tại quán,3.9,Rất tốt
GD01888,26/05/2025 19:08,CN02,KH0148,SP01,2,Tại quán,4.3,
GD01889,26/05/2025 19:10,CN03,KH0056,SP01,3,Giao hàng,16.4,Rất tốt
GD01890,26/05/2025 20:11,CN01,KH0286,SP12,1,Giao hàng,26.2,Tốt
GD01891,26/05/2025 20:18,CN01,,SP13,2,Tại quán,6.1,Tốt
GD01892,26/05/2025 20:34,CN03,KH0052,SP07,,Mang đi,5.6,Tốt
GD01893,27/05/2025 09:25,CN01,KH0062,SP02,,tại quán,6.9,Rất tốt
GD01894,27/05/2025 09:49,CN03,KH0360,SP07,1,Mang đi,2.8,Bình thường
GD01895,27/05/2025 12:07,CN02,KH0264,SP04,1,Giao hàng,16.2,Tốt
GD01896,27/05/2025 12:46,CN01,KH0097,SP03,1,Giao hàng,15.5,Tệ
GD01897,27/05/2025 14:05,CN03,,SP03,1,Tại quán,3.0,Tốt
GD01898,27/05/2025 17:52,CN04,KH0052,SP01,2,Tại quán,8.6,Rất tốt
GD01899,27/05/2025 18:05,CN01,KH0256,SP02,1,Tại quán,11.9,Tốt
GD01900,27/05/2025 18:07,CN01,,SP04,5,Giao hàng,16.9,Tệ
GD01901,27/05/2025 18:43,CN03,,SP01,2,tại quán,5.1,
GD01902,27/05/2025 20:22,CN04,,SP02,1,MANG ĐI,3.2,Bình thường
GD01903,27/05/2025 20:54,CN01,,SP02,2,Tại quán,6.8,Tốt
GD01904,28/05/2025 08:01,CN04,KH0253,SP02,2,Tại quán,6.5,
GD01905,28/05/2025 08:48,CN04,,SP05,4,Tại quán,7.9,Bình thường
GD01906,28/05/2025 09:11,CN01,KH0079,SP10,2,Tại quán,5.0,Rất tốt
GD01907,28/05/2025 12:35,CN03,,SP13,1,Tại quán,2.0,Tốt
GD01908,28/05/2025 12:47,CN03,KH0103,SP06,,Tại quán,4.2,
GD01909,28/05/2025 12:48,CN01,KH0300,SP11,2,Tại quán,7.6,Tốt
GD01910,28/05/2025 13:12,CN03,KH0090,SP04,1,Giao hàng,-3.0,Tốt
GD01911,28/05/2025 13:57,CN04,KH0321,SP09,1, Tại quán,2.9,Rất tốt
GD01912,28/05/2025 14:26,CN03,,SP03,1,Mang đi,6.6,
GD01913,28/05/2025 16:03,CN03,KH0252,SP06,2,Mang đi,7.9,Tốt
GD01914,28/05/2025 16:06,CN01,KH0308,SP08,2,Tại quán,3.6,Tốt
GD01915,28/05/2025 16:38,CN03,,SP03,1,Mang đi,3.5,Rất tốt
GD01916,28/05/2025 17:20,CN01,,SP05,2,Giao hàng,28.4,Tốt
GD01917,28/05/2025 18:43,CN01,,SP04,1,Tại quán,7.1,
GD01918,29/05/2025 08:18,CN01,,SP02,1,Giao hàng,24.9,
GD01919,29/05/2025 08:33,CN02,,SP13,1, Tại quán,10.3,Tốt
GD01920,29/05/2025 08:41,CN03,KH0258,SP03,2,tại quán,8.0,Rất tốt
GD01921,29/05/2025 09:11,CN01,KH0308,SP01,1,Tại quán,7.3,
GD01922,29/05/2025 12:02,CN02,KH0258,SP09,1,Tại quán,10.2,Tốt
GD01923,29/05/2025 16:18,CN03,KH0096,SP03,2,Tại quán,5.3,Tốt
GD01924,29/05/2025 16:19,CN02,KH0224,SP03,2,Mang đi,2.2,Rất tốt
GD01925,29/05/2025 18:05,CN03,KH0457,SP14,2,Giao hàng,44.5,Tệ
GD01926,29/05/2025 18:16,CN03,,SP06,2,Tại quán,4.1,
GD01927,29/05/2025 18:32,CN01,KH0034,SP02,6,Giao hàng,14.5,Tốt
GD01928,30/05/2025 08:47,CN04,,SP07,1,Tại quán,3.8,Tốt
GD01929,30/05/2025 09:41,CN04,,SP16,2,Mang đi,6.1,Rất tốt
GD01930,30/05/2025 11:53,CN01,,SP15,2,Mang đi,4.0,Tốt
GD01931,30/05/2025 12:45,CN02,KH0381,SP03,2,Mang đi,5.0,
GD01932,30/05/2025 15:19,CN03,,SP08,,Tại quán,4.3,Tốt
GD01933,30/05/2025 16:36,CN03,KH0164,SP04,2,Giao hàng,21.0,Bình thường
GD01934,30/05/2025 17:30,CN02,,SP12,2,Giao hàng,12.6,
GD01935,30/05/2025 19:41,CN01,KH0214,SP09,2,Mang đi,3.4,Tốt
GD01936,31/05/2025 07:19,CN04,KH0116,SP03,2,Tại quán,2.8,Tốt
GD01937,31/05/2025 07:55,CN01,KH0242,SP02,3,Tại quán,3.2,Rất tốt
GD01938,31/05/2025 11:39,CN01,KH0202,SP16,2,Tại quán,4.0,Tốt
GD01939,31/05/2025 11:44,CN02,,SP04,3,Tại quán,3.3,Bình thường
GD01940,31/05/2025 11:57,CN03,KH0362,SP09,1,Mang đi,2.9,Tốt
GD01941,31/05/2025 12:01,CN03,KH0151,SP14,1,Mang đi,1.8,
GD01942,31/05/2025 13:57,CN03,,SP03,1,TẠI QUÁN,3.1,
GD01943,31/05/2025 15:07,CN02,,SP09,5,Giao hàng,23.5,Bình thường
GD01944,31/05/2025 16:30,CN01,KH0424,SP04,3,Giao hàng,21.7,Tốt
GD01945,31/05/2025 17:12,CN01,KH0192,SP09,1,Tại quán,9.2,Bình thường
GD01946,31/05/2025 17:44,CN03,KH0279,SP06,2,Mang đi,4.5,
GD01947,31/05/2025 19:01,CN01,KH0122,SP04,2,Giao hàng,28.8,Tốt
GD01948,31/05/2025 21:10,CN04,,SP15,3,Mang đi,5.4,Tốt
GD01949,01/06/2025 07:18,CN04,KH0174,SP06,2,Giao hàng,21.7,Bình thường
GD01950,01/06/2025 08:25,CN04,KH0429,SP10,4,Giao hàng,13.1,Tốt
GD01951,01/06/2025 08:29,CN03,KH0428,SP04,1,Giao hàng,25.3,
GD01952,01/06/2025 09:08,CN02,KH0161,SP04,3,Mang đi,4.7,
GD01953,01/06/2025 10:07,CN03,,SP15,3,Mang đi,4.5,Rất tốt
GD01954,01/06/2025 10:16,CN01,KH0349,SP10,2,Mang đi,5.8,Rất tốt
GD01955,01/06/2025 10:52,CN01,,SP11,1,Mang đi,3.3,Tốt
GD01956,01/06/2025 11:55,CN02,KH0312,SP08,1,Mang đi  ,3.5,Rất tốt
GD01957,01/06/2025 12:09,CN02,KH0093,SP11,4,Mang đi,1.9,Tốt
GD01958,01/06/2025 13:00,CN04,KH0157,SP08,4,Mang đi,1.5,Tốt
GD01959,01/06/2025 13:19,CN04,KH0141,SP12,2,Mang đi,2.0,Rất tốt
GD01960,01/06/2025 14:46,CN03,KH0231,SP07,3,Mang di,7.1,Bình thường
GD01961,01/06/2025 15:01,CN03,KH0153,SP10,1,Tại quán,2.8,Tốt
GD01962,01/06/2025 15:15,CN04,KH0066,SP07,1,Mang đi,3.2,Tốt
GD01963,01/06/2025 15:23,CN02,KH0036,SP10,5,MANG ĐI,3.1,Tốt
GD01964,01/06/2025 17:11,CN02,KH0378,SP07,2,Mang đi,1.4,Rất tốt
GD01965,01/06/2025 19:42,CN04,KH0028,SP03,1,Tại quán,4.0,Rất tốt
GD01966,01/06/2025 19:59,CN04,KH0076,SP14,1,Mang đi,5.8,Bình thường
GD01967,01/06/2025 20:14,CN02,KH0448,SP02,2,Mang đi,2.2,
GD01968,01/06/2025 20:22,CN04,KH0082,SP08,3,Tại quán,4.5,Tốt
GD01969,01/06/2025 20:52,CN02,KH0210,SP04,1,MANG ĐI,7.7,Bình thường
GD01970,02/06/2025 07:09,CN02,KH0300,SP03,1, Tại quán,9.9,Rất tốt
GD01971,02/06/2025 08:17,CN04,KH0437,SP15,1,MANG ĐI,5.0,Tốt
GD01972,02/06/2025 08:23,CN04,KH0036,SP15,5,Giao hàng,17.2,Tốt
GD01973,02/06/2025 10:06,CN04,KH0210,SP16,4,Giao hàng,16.5,Bình thường
GD01974,02/06/2025 13:08,CN03,KH0325,SP07,1,Mang đi,4.9,
GD01975,02/06/2025 13:58,CN01,,SP08,3,GIAO HÀNG,32.1,
GD01976,03/06/2025 07:43,CN02,KH0088,SP05,1,Tại quán,14.9,
GD01977,03/06/2025 08:19,CN04,,SP06,1,Giao hàng,36.1,Rất tệ
GD01978,03/06/2025 09:59,CN01,KH0298,SP05,1,Tại quán,5.4,Tốt
GD01979,03/06/2025 11:01,CN01,KH0009,SP09,2,Tại quán,5.6,Bình thường
GD01980,03/06/2025 11:08,CN03,KH0133,SP06,2,Tại quán,4.5,Rất tốt
GD01981,03/06/2025 12:26,CN01,KH0135,SP02,1,Mang đi,3.9,
GD01982,03/06/2025 13:16,CN01,,SP02,2,Giao hàng,9.3,Tốt
GD01983,03/06/2025 13:17,CN01,KH0002,SP01,2,Giao hàng,15.1,
GD01984,03/06/2025 19:34,CN04,KH0150,SP06,1,Mang di,4.1,Bình thường
GD01985,03/06/2025 20:07,CN02,KH0321,SP03,2,Mang đi,3.4,Tốt
GD01986,03/06/2025 21:29,CN02,,SP06,2,Tại quán,5.6,Tốt
GD01987,04/06/2025 08:10,CN03,,SP04,1,Mang đi,6.0,Tốt
GD01988,04/06/2025 09:23,CN03,KH0386,SP12,2,Mang đi,3.7,Bình thường
GD01989,04/06/2025 09:56,CN04,KH0213,SP13,1,Tại quán,8.3,Rất tốt
GD01990,04/06/2025 10:01,CN01,,SP01,1,GIAO HÀNG,33.4,Bình thường
GD01991,04/06/2025 10:06,CN03,KH0120,SP14,1,Tại quán,4.7,Rất tốt
GD01992,04/06/2025 12:13,CN01,,SP04,2,mang đi,1.8,
GD01993,04/06/2025 12:51,CN04,KH0353,SP06,2,Giao hàng,16.6,Tốt
GD01994,04/06/2025 12:52,CN03,,SP02,1,Mang đi,9.2,Tốt
GD01995,04/06/2025 13:33,CN01,KH0238,SP01,1,MANG ĐI,4.7,Tốt
GD01996,04/06/2025 15:59,CN04,KH0070,SP13,2,Mang đi,8.1,Rất tốt
GD01997,04/06/2025 16:18,CN03,KH0377,SP05,1,Mang đi,2.3,Tốt
GD01998,04/06/2025 18:01,CN03,KH0151,SP02,2,Mang đi,5.5,Tốt
GD01999,04/06/2025 18:19,CN03,KH0334,SP12,5,Mang đi,5.9,Tốt
GD02000,04/06/2025 19:14,CN04,,SP08,1,Tại quán,7.2,
GD02001,04/06/2025 20:08,CN04,KH0018,SP11,2,Giao hàng,22.6,Tệ
GD02002,04/06/2025 20:11,CN03,KH0074,SP06,1,Tại quán,10.7,Tốt
GD02003,04/06/2025 20:31,CN04,KH0396,SP05,3,Giao hàng,14.1,Bình thường
GD02004,04/06/2025 21:35,CN04,KH0084,SP12,1,Mang đi,4.9,Rất tốt
GD02005,05/06/2025 08:49,CN01,KH0190,SP07,2,Tại quán,6.4,
GD02006,05/06/2025 10:04,CN03,,SP07,1,Tại quán,2.3,Tốt
GD02007,05/06/2025 10:43,CN04,KH0387,SP03,1,Tai quan,9.0,Rất tốt
GD02008,05/06/2025 10:45,CN01,KH0001,SP06,1,Tại quán,8.1,Tốt
GD02009,05/06/2025 12:27,CN01,KH0330,SP05,1,tại quán,4.2,Tốt
GD02010,05/06/2025 12:36,CN01,KH0386,SP04,2,Mang đi,3.2,Rất tốt
GD02011,05/06/2025 12:47,CN02,,SP15,1,Mang đi,3.3,
GD02012,05/06/2025 12:52,CN01,KH0234,SP10,2,Mang đi,2.1,Rất tốt
GD02012,05/06/2025 12:52,CN01,KH0234,SP10,2,Mang đi,2.1,Rất tốt
GD02013,05/06/2025 13:38,CN01,KH0201,SP03,2,Tại quán,7.7,
GD02014,05/06/2025 17:21,CN01,KH0182,SP14,3,Tại quán,6.6,Bình thường
GD02015,05/06/2025 18:39,CN03,KH0283,SP18,1,Mang đi,9.0,
GD02016,05/06/2025 18:55,CN01,KH0036,SP01,3,Tại quán,6.5,Rất tốt
GD02016,05/06/2025 18:55,CN01,KH0036,SP01,3,Tại quán,6.5,Rất tốt
GD02017,05/06/2025 19:12,CN04,,SP15,3,GIAO HÀNG,51.8,Tệ
GD02018,05/06/2025 19:38,CN01,KH0231,SP10,,Mang đi,3.2,Tốt
GD02019,05/06/2025 20:47,CN03,KH0375,SP13,4,Mang đi,4.5,Bình thường
GD02020,05/06/2025 21:06,CN02,KH0360,SP16,1,TẠI QUÁN,4.3,Rất tốt
GD02021,06/06/2025 07:05,CN01,,SP06,1,TẠI QUÁN,4.7,Bình thường
GD02022,06/06/2025 08:32,CN02,KH0091,SP13,1,Mang đi,5.0,Tốt
GD02023,06/06/2025 09:06,CN03,,SP04,1,Tại quán,4.6,Tốt
GD02024,06/06/2025 10:35,CN03,KH0103,SP08,2,TẠI QUÁN,4.7,Tốt
GD02025,06/06/2025 10:51,CN01,KH0114,SP16,2,Mang đi  ,3.7,Tốt
GD02026,06/06/2025 12:57,CN02,KH0338,SP15,2,Giao hàng,26.2,
GD02027,06/06/2025 13:21,CN01,KH0378,SP04,1,Tại quán,9.1,Rất tốt
GD02028,06/06/2025 13:22,CN01,KH0261,SP03,1,Giao hàng,17.9,Rất tốt
GD02029,06/06/2025 13:31,CN01,,SP14,1,Tại quán,2.2,Rất tốt
GD02030,06/06/2025 13:39,CN01,KH0084,SP14,4,Tại quán,6.5,Bình thường
GD02031,06/06/2025 13:47,CN02,KH0037,SP03,1,mang đi,4.1,
GD02032,06/06/2025 14:06,CN03,KH0358,SP02,3,Giao hàng,21.6,Tốt
GD02033,06/06/2025 17:53,CN01,KH0322,SP03,2,Tại quán,4.8,Tốt
GD02034,06/06/2025 18:28,CN03,,SP06,1,Giao hàng,12.2,Bình thường
GD02035,06/06/2025 18:38,CN01,,SP01,2,Tại quán,7.0,Bình thường
GD02036,06/06/2025 19:45,CN04,KH0071,SP12,1,giao hàng,16.8,Tệ
GD02037,06/06/2025 19:58,CN01,,SP11,2,TẠI QUÁN,3.0,Tốt
GD02038,07/06/2025 07:41,CN03,,SP05,2,GIAO HÀNG,24.9,Tốt
GD02039,07/06/2025 08:06,CN03,KH0013,SP07,3,Mang đi,3.0,Tốt
GD02040,07/06/2025 08:22,CN01,KH0187,SP09,1,Tại quán,6.6,
GD02041,07/06/2025 08:26,CN02,KH0257,SP01,1,Tại quán,3.6,Tốt
GD02042,07/06/2025 09:17,CN03,,SP03,1,Tại quán,3.4,Tốt
GD02043,07/06/2025 09:46,CN04,KH0254,SP06,2,Tại quán,10.2,
GD02044,07/06/2025 09:58,CN02,KH0129,SP01,2,Tại quán,2.2,Rất tốt
GD02045,07/06/2025 12:00,CN01,KH0378,SP01,2,Giao hàng,23.4,Tốt
GD02046,07/06/2025 12:49,CN03,KH0388,SP15,2,Giao hàng,15.6,
GD02047,07/06/2025 13:04,CN01,,SP16,1,Giao hàng,20.4,Tốt
GD02048,07/06/2025 13:10,CN03,KH0314,SP09,3,Tại quán,4.9,Rất tốt
GD02049,07/06/2025 14:30,CN01,KH0342,SP11,1,Tại quán,3.1,
GD02050,07/06/2025 16:04,CN02,,SP02,2,Giao hàng,21.8,Tệ
GD02051,07/06/2025 16:46,CN02,,SP12,1,Mang đi,4.8,Bình thường
GD02052,07/06/2025 17:04,CN02,KH0329,SP01,1,Mang đi,3.1,Bình thường
GD02053,07/06/2025 17:26,CN03,KH0346,SP08,1, Tại quán,2.6,Tốt
GD02054,07/06/2025 17:32,CN02,KH0412,SP04,1,Mang đi,6.4,Tốt
GD02055,07/06/2025 18:21,CN04,KH0281,SP14,1,Tại quán,3.4,Tốt
GD02056,07/06/2025 18:34,CN03,KH0056,SP13,2,Tại quán,4.8,Tốt
GD02057,07/06/2025 20:03,CN02,KH0248,SP06,3,Giao hàng,20.2,
GD02058,08/06/2025 08:41,CN01,KH0225,SP06,1,Mang đi,5.7,Rất tốt
GD02059,08/06/2025 08:52,CN01,,SP08,1,Giao hàng,35.3,Rất tệ
GD02060,08/06/2025 10:56,CN01,,SP08,1,TẠI QUÁN,9.5,Rất tốt
GD02061,08/06/2025 12:15,CN04,KH0215,SP02,1,Mang đi,8.9,Rất tốt
GD02062,08/06/2025 13:08,CN01,KH0161,SP02,3,Tại quán,9.9,
GD02063,08/06/2025 13:13,CN03,KH0358,SP08,2,Mang đi  ,7.1,Tốt
GD02064,08/06/2025 13:23,CN02,KH0103,SP04,2,Mang đi,8.7,
GD02065,08/06/2025 15:29,CN02,KH0383,SP08,2,Tại quán,8.3,Bình thường
GD02066,08/06/2025 18:10,CN03,KH0191,SP07,1,Tại quán,3.6,Rất tốt
GD02067,08/06/2025 18:34,CN04,KH0267,SP02,2,Giao hàng,15.9,Bình thường
GD02068,08/06/2025 18:47,CN03,,SP06,2,Tại quán,10.7,Bình thường
GD02069,08/06/2025 19:30,CN03,KH0105,SP13,1,Tại quán,10.7,Bình thường
GD02070,08/06/2025 19:40,CN04,KH0114,SP01,3,Giao hàng,23.8,Tốt
GD02071,08/06/2025 19:41,CN03,KH0043,SP11,1,Tại quán,3.5,Tốt
GD02072,08/06/2025 21:09,CN01,,SP03,1,Mang di,6.7,
GD02073,09/06/2025 07:15,CN01,KH0439,SP11,3,Giao hang,21.0,
GD02074,09/06/2025 08:09,CN01,KH0212,SP05,1,mang đi,4.8,Rất tốt
GD02075,09/06/2025 08:20,CN03,KH0288,SP07,1,Tại quán,2.7,Rất tốt
GD02076,09/06/2025 08:34,CN04,KH0229,SP03,2,Mang đi,9.2,
GD02077,09/06/2025 09:05,CN01,,SP14,2,Tại quán,5.5,Tốt
GD02078,09/06/2025 10:01,CN01,,SP02,2,tại quán,3.4,Rất tốt
GD02079,09/06/2025 10:50,CN02,KH0220,SP06,1,Tại quán,4.1,Tốt
GD02080,09/06/2025 14:38,CN01,KH0309,SP07,2,Giao hàng,26.1,
GD02081,09/06/2025 15:13,CN02,,SP03,1,Mang đi,6.4,Tốt
GD02082,09/06/2025 16:20,CN02,,SP05,1,Tai quan,5.5,
GD02083,09/06/2025 18:23,CN03,KH0030,SP15,5,tại quán,3.8,
GD02084,09/06/2025 19:31,CN01,,SP06,1,Mang đi,2.1,Rất tốt
GD02085,10/06/2025 08:44,CN03,KH0165,SP12,1,Mang đi,5.6,Rất tốt
GD02086,10/06/2025 09:34,CN02,KH0334,SP14,3,Tại quán,5.2,Rất tốt
GD02087,10/06/2025 11:00,CN01,KH0372,SP06,1,GIAO HÀNG,20.0,
GD02088,10/06/2025 11:42,CN04,,SP12,1,Tại quán,5.2,
GD02089,10/06/2025 12:34,CN02,KH0286,SP01,2,Tại quán,5.9,Rất tốt
GD02090,10/06/2025 12:57,CN03,KH0162,SP15,2,Mang đi,2.1,Rất tốt
GD02091,10/06/2025 13:31,CN03,KH0059,SP06,3,Giao hàng,15.0,Tốt
GD02092,10/06/2025 13:47,CN01,,SP02,5,Tại quán,2.4,
GD02093,10/06/2025 14:42,CN03,KH0112,SP01,2,Giao hàng,26.0,Bình thường
GD02094,10/06/2025 15:00,CN01,KH0112,SP04,2,Giao hàng,19.7,Tốt
GD02095,11/06/2025 08:09,CN01,,SP07,1,MANG ĐI,3.9,Rất tốt
GD02096,11/06/2025 08:25,CN04,KH0357,SP13,3,Mang đi,8.9,Tốt
GD02097,11/06/2025 08:49,CN01,KH0073,SP09,1,Mang đi,4.0,
GD02098,11/06/2025 09:10,CN03,,SP03,3,Tại quán,2.9,Bình thường
GD02099,11/06/2025 09:55,CN04,KH0443,SP15,2, Giao hàng,19.2,
GD02100,11/06/2025 10:30,CN02,KH0268,SP06,2,Giao hàng,23.7,Bình thường
GD02101,11/06/2025 10:48,CN01,KH0032,SP13,1,Giao hàng,23.9,
GD02102,11/06/2025 10:57,CN04,,SP13,3,Mang đi,14.9,
GD02103,11/06/2025 18:01,CN03,KH0296,SP01,,Mang đi,4.3,Tốt
GD02104,11/06/2025 19:08,CN03,,SP02,1,Mang đi,6.8,Rất tốt
GD02105,11/06/2025 19:38,CN01,,SP07,1,GIAO HÀNG,18.0,Tốt
GD02106,11/06/2025 19:38,CN03,,SP05,1,Mang đi,5.0,Tốt
GD02107,11/06/2025 20:07,CN03,KH0121,SP01,2,Tại quán,6.0,Tốt
GD02108,11/06/2025 21:56,CN01,KH0182,SP04,1,Tại quán,8.0,Bình thường
GD02109,12/06/2025 08:45,CN01,KH0396,SP05,3,Giao hàng,33.4,Tệ
GD02110,12/06/2025 10:10,CN03,KH0335,SP11,,Tại quán,6.3,Rất tốt
GD02111,12/06/2025 10:28,CN04,KH0183,SP01,1,Mang đi,2.7,Tốt
GD02112,12/06/2025 12:55,CN02,KH0186,SP13,,Giao hàng,11.1,
GD02113,12/06/2025 13:07,CN01,,SP15,1,Tại quán,3.9,
GD02114,12/06/2025 13:11,CN03,KH0125,SP11,3, Giao hàng,26.4,Bình thường
GD02115,12/06/2025 13:41,CN02,KH0074,SP02,1,Tại quán,2.0,Tốt
GD02116,12/06/2025 15:21,CN02,,SP13,1,Mang đi,2.6,Tốt
GD02117,12/06/2025 15:24,CN02,KH0350,SP15,1,Mang đi,4.5,
GD02118,12/06/2025 16:28,CN01,,SP01,1,Tại quán,2.6,Tốt
GD02119,12/06/2025 17:52,CN02,,SP03,3,Mang đi,2.6,Tốt
GD02120,12/06/2025 21:04,CN01,,SP01,2,Tại quán,2.5,Tốt
GD02121,13/06/2025 07:25,CN03,KH0379,SP13,2,Tại quán,8.4,
GD02122,13/06/2025 09:26,CN04,,SP14,2,MANG ĐI,4.4,Tốt
GD02123,13/06/2025 11:54,CN02,KH0380,SP05,1,Tại quán,1.9,Rất tốt
GD02124,13/06/2025 14:34,CN03,KH0222,SP02,1,Mang đi,4.5,Rất tốt
GD02125,13/06/2025 14:36,CN01,KH0004,SP14,1,Giao hàng,21.4,Tệ
GD02126,13/06/2025 15:42,CN01,KH0423,SP16,2,Tại quán,8.6,Rất tốt
GD02127,13/06/2025 18:18,CN01,KH0388,SP13,1,Mang đi,3.2,Bình thường
GD02128,14/06/2025 07:51,CN02,,SP08,,Giao hàng,18.7,
GD02129,14/06/2025 08:18,CN04,KH0005,SP14,2,Mang đi  ,7.0,Bình thường
GD02130,14/06/2025 09:08,CN01,KH0147,SP14,2,Giao hàng,21.5,Bình thường
GD02131,14/06/2025 09:21,CN03,KH0125,SP11,1,Mang đi,1.6,Rất tốt
GD02132,14/06/2025 09:55,CN03,KH0025,SP11,2,Tại quán,7.0,Tốt
GD02133,14/06/2025 11:18,CN03,KH0195,SP01,1,Giao hàng,21.3,Bình thường
GD02134,14/06/2025 12:35,CN03,,SP13,3,Mang đi,3.7,Rất tốt
GD02135,14/06/2025 13:06,CN01,KH0133,SP01,3,Tại quán,2.8,Tốt
GD02136,14/06/2025 13:29,CN04,KH0180,SP08,2,Giao hang,48.2,Rất tệ
GD02137,14/06/2025 15:57,CN03,KH0357,SP01,3,Tại quán,7.2,Tệ
GD02138,14/06/2025 17:44,CN04,,SP10,2,Mang đi,3.4,Rất tốt
GD02139,14/06/2025 18:17,CN03,KH0127,SP03,1,Mang đi,2.7,Tốt
GD02140,14/06/2025 19:32,CN01,KH0365,SP09,1,Tại quán,4.8,Tốt
GD02141,14/06/2025 21:31,CN03,KH0382,SP05,1,Tại quán,4.1,Rất tốt
