ma_don,ngay_dat,ma_kh,thanh_pho,danh_muc,don_gia,so_luong,phuong_thuc_tt,danh_gia
DH01494,03/05/2025,KH0184,Hồ Chí Minh,Thực phẩm,31000,2,Ví điện tử,5
DH01495,03/05/2025,KH0155,Hà Nội,Thực phẩm,144000,3,Chuyển khoản,
DH01496,03/05/2025,KH0092,Cần Thơ,Đồ uống,37000,2,Ví điện tử,
DH01497,03/05/2025,KH0478,Đà Nẵng,Mỹ phẩm,94000,3,Tiền mặt,5
DH01498,04/05/2025,KH0495,Đà Nẵng,Đồ uống,24000,2,Chuyển khoản,4
DH01499,04/05/2025,KH0207,Huế,Đồ uống,36000,4,Chuyển khoản,3
DH01500,04/05/2025,KH0117,Cần Thơ,Thực phẩm,22000,5,Ví điện tử,4
DH01501,04/05/2025,KH0126,Đà Nẵng,Thực phẩm,134000,,Tiền mặt,4
DH01502,04/05/2025,,Hồ Chí Minh,Văn phòng phẩm,44000,,Ví điện tử,4
DH01503,04/05/2025,,Hồ Chí Minh,Mỹ phẩm,416000,3,Chuyển khoản,1
DH01504,04/05/2025,KH0109,Hà Nội,Thực phẩm,90000,,Chuyển khoản,4
DH01505,04/05/2025,KH0272,Cần Thơ,Đồ uống,24000,11,Tiền mặt,5
DH01506,04/05/2025,KH0169,Hà Nội,Đồ uống,45000,3,Tiền mặt,
DH01507,04/05/2025,KH0437,Đà Nẵng,Đồ uống,27000,3,Ví điện tử,5
DH01508,04/05/2025,KH0283,Hồ Chí Minh,Mỹ phẩm,306000,1,Ví điện tử,4
DH01509,04/05/2025,KH0298,Huế,Mỹ phẩm,234000,2,Tiền mặt,3
DH01510,04/05/2025,KH0396,Đà Nẵng,Mỹ phẩm,400000,2,Tiền mặt,
DH01511,04/05/2025,KH0550,Đà Nẵng,Thực phẩm,147000,3,Ví điện tử,4
DH01512,04/05/2025,KH0418,Hồ Chí Minh,Gia dụng,252000,1,Ví điện tử,3
DH01513,04/05/2025,KH0063,Hà Nội,Văn phòng phẩm,48000,4,Chuyển khoản,5
DH01514,04/05/2025,KH0053, hồ chí minh  ,Thực phẩm,132000,2,Tiền mặt,3
DH01515,04/05/2025,,Hồ Chí Minh,Đồ uống,31000,1,Chuyển khoản,4
DH01516,04/05/2025,KH0380,HỒ CHÍ MINH,Gia dụng,303000,2,Chuyển khoản,5
DH01517,04/05/2025,KH0008,Đà Nẵng,Văn phòng phẩm,31000,4,Tiền mặt,
DH01518,04/05/2025,KH0229,Huế,Thực phẩm,85000,4,Ví điện tử,1
DH01519,05/05/2025,KH0215,Hồ Chí Minh,Đồ uống,27000,6,Chuyển khoản,2
DH01520,05/05/2025,KH0361,Hồ Chí Minh,Đồ uống,40000,6,Ví điện tử,3
DH01521,05/05/2025,KH0390,Đà Nẵng,Thực phẩm,108000,4,Chuyển khoản,1
DH01522,05/05/2025,KH0406,Hà Nội,Mỹ phẩm,429000,2,Tiền mặt,5
DH01523,05/05/2025,KH0296,Hồ Chí Minh,Văn phòng phẩm,7000,,Ví điện tử,
DH01524,05/05/2025,KH0226,Hà Nội,Mỹ phẩm,103000,3,Ví điện tử,3
DH01525,05/05/2025,KH0394,Hà Nội,Đồ uống,44000,4,Ví điện tử,3
DH01526,05/05/2025,KH0488,HỒ CHÍ MINH,Văn phòng phẩm,16000,3,Ví điện tử,
DH01527,05/05/2025,KH0358,Hà Nội,Thực phẩm,140000,5,Ví điện tử,3
DH01528,05/05/2025,KH0066,HUẾ,Mỹ phẩm,252000,1,Chuyển khoản,4
DH01529,06/05/2025,KH0452,Hà Nội,Đồ uống,21000,3,Tiền mặt,5
DH01530,06/05/2025,KH0154,Cần Thơ ,Thực phẩm,25000,5,Ví điện tử,
DH01531,06/05/2025,KH0370,Hồ Chí Minh,Thực phẩm,130000,5,Tiền mặt,
DH01532,06/05/2025,KH0213,Hồ Chí Minh,Mỹ phẩm,311000,1,Chuyển khoản,4
DH01533,06/05/2025,KH0179,Hồ Chí Minh,Văn phòng phẩm,34000,7,Ví điện tử,5
DH01534,06/05/2025,,Hồ Chí Minh,Mỹ phẩm,110000,1,Chuyển khoản,4
DH01535,06/05/2025,KH0383,Hồ Chí Minh,Gia dụng,386000,1,Ví điện tử,4
DH01536,06/05/2025,KH0063,Hà Nội,Văn phòng phẩm,18000,5,Chuyển khoản,3
DH01537,06/05/2025,KH0205,Đà Nẵng,Gia dụng,197000,2,Chuyển khoản,3
DH01538,06/05/2025,KH0148,Hà Nội,Thực phẩm,96000,5,Ví điện tử,2
DH01539,06/05/2025,KH0310,Đà Nẵng,Mỹ phẩm,379000,3,Tiền mặt,
DH01540,06/05/2025,KH0309,Hà Nội,Mỹ phẩm,142000,6,Tiền mặt,4
DH01541,06/05/2025,KH0417,Hồ Chí Minh,Gia dụng,206000,120,Ví điện tử,
DH01542,06/05/2025,KH0352,Hà Nội ,Mỹ phẩm,265000,2,Chuyển khoản,2
DH01543,06/05/2025,KH0387,Cần Thơ,Thực phẩm,125000,1,Tiền mặt,
DH01544,07/05/2025,KH0009,Cần Thơ,Văn phòng phẩm,53000,6,Chuyển khoản,3
DH01545,07/05/2025,KH0463,HÀ NỘI,Văn phòng phẩm,49000,5,Chuyển khoản,
DH01546,07/05/2025,KH0045,Hồ Chí Minh,Mỹ phẩm,444000,2,Ví điện tử,4
DH01547,07/05/2025,KH0266,Hồ Chí Minh,Mỹ phẩm,217000,6,Chuyển khoản,3
DH01548,07/05/2025,KH0273,HÀ NỘI,Thực phẩm,69000,3,Chuyển khoản,4
DH01549,07/05/2025,KH0355,Hà Nội,Mỹ phẩm,355000,9,Chuyển khoản,
DH01550,07/05/2025,,Đà Nẵng,Gia dụng,354000,3,Tiền mặt,5
DH01551,07/05/2025,KH0106,Hồ Chí Minh,Thực phẩm,28000,2,Ví điện tử,5
DH01552,07/05/2025,KH0192,Hà Nội,Mỹ phẩm,209000,,Ví điện tử,2
DH01553,07/05/2025,KH0025,Hà Nội,Mỹ phẩm,242000,5,Chuyển khoản,
DH01554,07/05/2025,KH0421,hà nội,Thực phẩm,135000,1,Ví điện tử,4
DH01555,08/05/2025,KH0172,Cần Thơ,Đồ uống,43000,6,Tiền mặt,4
DH01556,08/05/2025,KH0268,Đà Nẵng,Thực phẩm,83000,7,Ví điện tử,4
DH01557,08/05/2025,KH0134,Đà Nẵng,Đồ uống,38000,3,Tiền mặt,
DH01558,08/05/2025,KH0399,HUẾ,Thực phẩm,122000,2,Tiền mặt,
DH01559,08/05/2025,KH0052,Hồ Chí Minh,Đồ uống,39000,5,Chuyển khoản,5
DH01560,08/05/2025,KH0493,Hà Nội,Đồ uống,13000,6,Chuyển khoản,
DH01561,08/05/2025,KH0464,Đà Nẵng,Đồ uống,13000,4,Ví điện tử,
DH01562,09/05/2025,KH0270,Cần Thơ,Thực phẩm,63000,2,Tiền mặt,2
DH01563,09/05/2025,KH0476,Cần Thơ,Thực phẩm,28000,3,Tiền mặt,
DH01564,09/05/2025,,Đà Nẵng,Thực phẩm,54000,3,Tiền mặt,3
DH01565,09/05/2025,KH0512,Hà Nội,Đồ uống,41000,1,Chuyển khoản,5
DH01566,09/05/2025,KH0267,cần thơ,Đồ uống,18000,7,Ví điện tử,4
DH01567,09/05/2025,KH0210,Hồ Chí Minh,Mỹ phẩm,152000,2,Chuyển khoản,
DH01568,09/05/2025,KH0048,cần thơ,Thực phẩm,69000,4,Ví điện tử,3
DH01569,09/05/2025,KH0067,Hà Nội,Gia dụng,85000,4,Chuyển khoản,3
DH01570,09/05/2025,KH0054,Hồ Chí Minh,Gia dụng,335000,2,Chuyển khoản,
DH01571,09/05/2025,KH0495,Hồ Chí Minh,Đồ uống,15000,7,Tiền mặt,3
DH01571,09/05/2025,KH0495,Hồ Chí Minh,Đồ uống,15000,7,Tiền mặt,3
DH01572,09/05/2025,KH0125,Huế,Đồ uống,32000,4,Ví điện tử,
DH01573,09/05/2025,KH0318,Hồ Chí Minh,Gia dụng,235000,1,Ví điện tử,
DH01574,10/05/2025,KH0499,Hồ Chí Minh,Đồ uống,25000,5,Tiền mặt,5
DH01575,10/05/2025,KH0257,Hà Nội,Đồ uống,15000,4,Ví điện tử,3
DH01576,10/05/2025,KH0142,hà nội,Thực phẩm,121000,5,Chuyển khoản,
DH01577,10/05/2025,KH0489,Huế,Thực phẩm,53000,7,Chuyển khoản,4
DH01578,10/05/2025,KH0225,Đà Nẵng,Thực phẩm,60000,5,Chuyển khoản,5
DH01579,10/05/2025,KH0030,Huế,Thực phẩm,106000,2,Tiền mặt,5
DH01580,10/05/2025,KH0378,Hồ Chí Minh,Đồ uống,39000,5,Tiền mặt,2
DH01581,10/05/2025,KH0137,Đà Nẵng,Thực phẩm,118000,5,Tiền mặt,4
DH01582,10/05/2025,,Hà Nội,Văn phòng phẩm,11000,2,Chuyển khoản,5
DH01583,10/05/2025,KH0004, hà nội  ,Đồ uống,29000,2,Ví điện tử,4
DH01584,10/05/2025,KH0236,Hà Nội,Đồ uống,29000,7,Ví điện tử,
DH01585,10/05/2025,KH0413,Hà Nội,Mỹ phẩm,431000,2,Tiền mặt,2
DH01586,10/05/2025,KH0320,Hồ Chí Minh,Đồ uống,26000,4,Ví điện tử,3
DH01587,10/05/2025,KH0511,Hà Nội,Thực phẩm,99000,2,Ví điện tử,
DH01588,10/05/2025,KH0163,Hồ Chí Minh,Mỹ phẩm,407000,2,Chuyển khoản,4
DH01589,10/05/2025,KH0423,Đà Nẵng,Mỹ phẩm,123000,4,Tiền mặt,4
DH01590,10/05/2025,KH0299,  Hồ Chí Minh,Văn phòng phẩm,52000,3,Ví điện tử,5
DH01591,10/05/2025,KH0113,  Hồ Chí Minh,Thực phẩm,119000,3,Chuyển khoản,4
DH01592,11/05/2025,KH0402,Hà Nội,Mỹ phẩm,131000,3,Ví điện tử,2
DH01593,11/05/2025,KH0301,Hà Nội,Thực phẩm,91000,3,Ví điện tử,
DH01594,11/05/2025,KH0049,Hà Nội,Thực phẩm,145000,3,Ví điện tử,4
DH01595,11/05/2025,KH0312,Hà Nội,Mỹ phẩm,413000,,Tiền mặt,
DH01596,11/05/2025,KH0038,Hồ Chí Minh,Thực phẩm,119000,3,Ví điện tử,3
DH01597,11/05/2025,KH0442,Huế,Thực phẩm,142000,3,Chuyển khoản,
DH01598,11/05/2025,KH0275,Hà Nội,Thực phẩm,53000,2,Tiền mặt,5
DH01599,11/05/2025,KH0206,Huế,Thực phẩm,48000,3,Chuyển khoản,3
DH01600,11/05/2025,KH0396,Hồ Chí Minh,Văn phòng phẩm,56000,1,Ví điện tử,
DH01601,11/05/2025,KH0255,  Hồ Chí Minh,Mỹ phẩm,426000,3,Chuyển khoản,4
DH01602,11/05/2025,KH0020,Hà Nội,Đồ uống,27000,3,Ví điện tử,
DH01603,12/05/2025,KH0347,Huế,Thực phẩm,55000,3,Chuyển khoản,4
DH01604,12/05/2025,KH0141,Cần Thơ,Đồ uống,25000,1,Chuyển khoản,
DH01605,12/05/2025,KH0090,Hồ Chí Minh,Đồ uống,27000,6,Tiền mặt,3
DH01606,12/05/2025,KH0145,Hà Nội,Thực phẩm,76000,2,Chuyển khoản,5
DH01607,12/05/2025,KH0050,HỒ CHÍ MINH,Gia dụng,595000,3,Chuyển khoản,3
DH01608,12/05/2025,KH0365,Hồ Chí Minh,Thực phẩm,49000,2,Tiền mặt,4
DH01609,12/05/2025,KH0006,Hồ Chí Minh,Thực phẩm,117000,3,Ví điện tử,2
DH01610,13/05/2025,KH0489,đà nẵng,Gia dụng,147000,4,Tiền mặt,
DH01611,13/05/2025,KH0165,Đà Nẵng,Thực phẩm,20000,7,Tiền mặt,3
DH01612,13/05/2025,KH0212,Hồ Chí Minh,Thực phẩm,79000,4,Chuyển khoản,5
DH01613,13/05/2025,KH0280,Hà Nội,Thực phẩm,142000,2,Chuyển khoản,
DH01614,13/05/2025,KH0034,Hà Nội,Mỹ phẩm,166000,8,Tiền mặt,
DH01615,13/05/2025,KH0238,Hà Nội,Đồ uống,31000,2,Ví điện tử,4
DH01616,13/05/2025,KH0463,Hà Nội,Văn phòng phẩm,30000,2,Ví điện tử,5
DH01617,13/05/2025,KH0470,  Hà Nội,Đồ uống,15000,2,Tiền mặt,4
DH01618,13/05/2025,KH0390,Đà Nẵng ,Mỹ phẩm,382000,3,Tiền mặt,
DH01619,13/05/2025,KH0005,Hà Nội,Đồ uống,38000,4,Chuyển khoản,3
DH01620,13/05/2025,KH0078,Hà Nội ,Thực phẩm,108000,,Tiền mặt,5
DH01621,13/05/2025,KH0460,Hà Nội,Văn phòng phẩm,43000,4,Ví điện tử,4
DH01622,13/05/2025,KH0391,Cần Thơ,Thực phẩm,112000,3,Tiền mặt,
DH01623,13/05/2025,KH0009,Huế,Đồ uống,26000,2,Chuyển khoản,
DH01624,13/05/2025,KH0407,đà nẵng,Văn phòng phẩm,32000,3,Ví điện tử,4
DH01625,14/05/2025,KH0432,Hồ Chí Minh,Đồ uống,21000,4,Tiền mặt,3
DH01626,14/05/2025,KH0451,Hà Nội,Văn phòng phẩm,14000,3,Ví điện tử,4
DH01627,14/05/2025,KH0333,Huế,Văn phòng phẩm,19000,,Chuyển khoản,
DH01628,14/05/2025,KH0202,Hồ Chí Minh,Văn phòng phẩm,40000,5,Chuyển khoản,5
DH01629,14/05/2025,KH0368,hồ chí minh,Gia dụng,114000,2,Ví điện tử,2
DH01630,14/05/2025,,Hồ Chí Minh,Mỹ phẩm,193000,4,Chuyển khoản,3
DH01631,14/05/2025,KH0333,Cần Thơ,Văn phòng phẩm,16000,5,Tiền mặt,
DH01632,14/05/2025,KH0186,Hà Nội,Mỹ phẩm,235000,3,Ví điện tử,
DH01633,14/05/2025,,Cần Thơ,Thực phẩm,65000,1,Chuyển khoản,4
DH01634,14/05/2025,KH0130,Hà Nội,Văn phòng phẩm,33000,6,Ví điện tử,3
DH01635,14/05/2025,KH0396,Hồ Chí Minh,Thực phẩm,42000,,Ví điện tử,3
DH01636,14/05/2025,KH0073,Hà Nội,Thực phẩm,132000,3,Ví điện tử,
DH01637,14/05/2025,KH0152,Hồ Chí Minh ,Đồ uống,32000,3,Ví điện tử,4
DH01638,15/05/2025,,Đà Nẵng,Văn phòng phẩm,41000,3,Ví điện tử,3
DH01639,15/05/2025,KH0293,Huế,Mỹ phẩm,252000,2,Tiền mặt,4
DH01640,15/05/2025,KH0386,Cần Thơ,Đồ uống,25000,8,Chuyển khoản,5
DH01641,15/05/2025,KH0454,Hà Nội,Văn phòng phẩm,40000,1,Chuyển khoản,3
DH01642,15/05/2025,KH0142,Hà Nội,Mỹ phẩm,121000,2,Ví điện tử,3
DH01643,15/05/2025,KH0043,Hà Nội,Văn phòng phẩm,40000,3,Chuyển khoản,4
DH01644,15/05/2025,KH0181,Cần Thơ,Văn phòng phẩm,52000,6,Tiền mặt,3
DH01645,15/05/2025,KH0383,Huế,Thực phẩm,62000,6,Tiền mặt,3
DH01646,15/05/2025,,Hà Nội,Gia dụng,273000,3,Ví điện tử,3
DH01647,15/05/2025,KH0387,Hồ Chí Minh ,Đồ uống,15000,3,Tiền mặt,
DH01648,15/05/2025,KH0281,Hồ Chí Minh,Thực phẩm,129000,4,Ví điện tử,
DH01649,15/05/2025,KH0102,Đà Nẵng,Văn phòng phẩm,43000,3,Ví điện tử,3
DH01650,16/05/2025,KH0199,Huế,Mỹ phẩm,223000,2,Ví điện tử,5
DH01651,16/05/2025,KH0139,Hà Nội,Đồ uống,27000,5,Ví điện tử,4
DH01652,16/05/2025,,Hồ Chí Minh,Mỹ phẩm,197000,3,Chuyển khoản,4
DH01653,16/05/2025,KH0378,  Hồ Chí Minh,Đồ uống,24000,6,Ví điện tử,4
DH01654,16/05/2025,KH0120,Hà Nội,Thực phẩm,141000,4,Ví điện tử,1
DH01655,16/05/2025,KH0499,Hồ Chí Minh,Mỹ phẩm,144000,2,Ví điện tử,
DH01656,16/05/2025,KH0342,Hồ Chí Minh ,Thực phẩm,130000,4,Tiền mặt,3
DH01657,16/05/2025,KH0373,Cần Thơ,Thực phẩm,111000,4,Chuyển khoản,5
DH01658,16/05/2025,KH0339,Hồ Chí Minh,Gia dụng,142000,2,Tiền mặt,
DH01659,16/05/2025,KH0191, hà nội  ,Văn phòng phẩm,55000,4,Ví điện tử,5
DH01660,16/05/2025,KH0349,Đà Nẵng,Gia dụng,178000,2,Chuyển khoản,
DH01661,16/05/2025,KH0012,Đà Nẵng,Thực phẩm,21000,4,Chuyển khoản,
DH01662,16/05/2025,KH0131,Hồ Chí Minh,Thực phẩm,90000,2,Chuyển khoản,
DH01663,16/05/2025,KH0014,Hà Nội,Gia dụng,317000,3,Tiền mặt,5
DH01664,16/05/2025,KH0093,Đà Nẵng,Đồ uống,13000,1,Tiền mặt,4
DH01665,16/05/2025,KH0093,Hồ Chí Minh,Mỹ phẩm,375000,1,Chuyển khoản,3
DH01666,16/05/2025,KH0320,Đà Nẵng,Đồ uống,32000,6,Ví điện tử,2
DH01667,16/05/2025,KH0457,Hồ Chí Minh,Thực phẩm,109000,2,Ví điện tử,
DH01668,16/05/2025,KH0004,đà nẵng,Gia dụng,538000,1,Tiền mặt,2
DH01669,16/05/2025,KH0201,Huế,Thực phẩm,148000,1,Tiền mặt,
DH01670,16/05/2025,KH0220,Hồ Chí Minh,Văn phòng phẩm,52000,4,Ví điện tử,5
DH01671,16/05/2025,KH0276,Hồ Chí Minh,Văn phòng phẩm,31000,5,Ví điện tử,1
DH01672,17/05/2025,KH0236,Hồ Chí Minh,Văn phòng phẩm,21000,3,Tiền mặt,5
DH01673,17/05/2025,KH0288,Hà Nội,Mỹ phẩm,312000,5,Tiền mặt,3
DH01674,17/05/2025,KH0365,Hà Nội,Đồ uống,21000,9,Chuyển khoản,4
DH01675,17/05/2025,KH0251,Cần Thơ,Văn phòng phẩm,14000,4,Tiền mặt,5
DH01676,17/05/2025,KH0156,Hà Nội,Văn phòng phẩm,22000,3,Chuyển khoản,4
DH01677,17/05/2025,KH0314,Hà Nội,Mỹ phẩm,247000,2,Ví điện tử,
DH01678,17/05/2025,KH0489,Hà Nội,Văn phòng phẩm,37000,3,Ví điện tử,4
DH01679,17/05/2025,KH0354,Hà Nội,Mỹ phẩm,198000,3,Chuyển khoản,3
DH01680,17/05/2025,KH0194,Hồ Chí Minh,Mỹ phẩm,301000,1,Ví điện tử,5
DH01681,17/05/2025,KH0326, huế  ,Mỹ phẩm,427000,1,Chuyển khoản,1
DH01682,17/05/2025,KH0175,Hồ Chí Minh,Thực phẩm,30000,2,Tiền mặt,5
DH01682,17/05/2025,KH0175,Hồ Chí Minh,Thực phẩm,30000,2,Tiền mặt,5
DH01683,17/05/2025,KH0484, hà nội  ,Thực phẩm,145000,2,Ví điện tử,2
DH01684,17/05/2025,KH0458,HÀ NỘI,Văn phòng phẩm,24000,1,Ví điện tử,1
DH01685,17/05/2025,,Hà Nội,Thực phẩm,74000,2,Ví điện tử,3
DH01686,17/05/2025,KH0199,Hà Nội,Thực phẩm,150000,3,Chuyển khoản,4
DH01687,17/05/2025,KH0128,Hà Nội,Đồ uống,23000,3,Ví điện tử,3
DH01688,17/05/2025,KH0099,Hồ Chí Minh,Đồ uống,44000,6,Chuyển khoản,1
DH01689,17/05/2025,KH0400,Hồ Chí Minh,Gia dụng,517000,2,Tiền mặt,5
DH01690,17/05/2025,KH0422,Hà Nội,Mỹ phẩm,448000,3,Chuyển khoản,
DH01691,17/05/2025,KH0139,Đà Nẵng,Gia dụng,92000,2,Chuyển khoản,
DH01692,18/05/2025,KH0087,Hồ Chí Minh,Gia dụng,363000,5,Ví điện tử,
DH01693,18/05/2025,KH0410,Hà Nội,Đồ uống,27000,3,Ví điện tử,2
DH01694,18/05/2025,KH0224,Hà Nội,Đồ uống,16000,8,Ví điện tử,4
DH01695,18/05/2025,KH0471,Hồ Chí Minh,Đồ uống,27000,5,Ví điện tử,
DH01696,18/05/2025,KH0075,Hà Nội,Mỹ phẩm,279000,4,Ví điện tử,
DH01697,18/05/2025,KH0457,Hà Nội,Gia dụng,313000,1,Ví điện tử,4
DH01698,18/05/2025,KH0180,Hồ Chí Minh,Đồ uống,15000,3,Chuyển khoản,4
DH01699,18/05/2025,KH0031,Đà Nẵng,Đồ uống,42000,1,Chuyển khoản,5
DH01700,18/05/2025,KH0260,Hồ Chí Minh,Văn phòng phẩm,45000,4,Ví điện tử,5
DH01701,18/05/2025,KH0538,Đà Nẵng,Thực phẩm,128000,3,Ví điện tử,2
DH01702,18/05/2025,,Đà Nẵng,Đồ uống,12000,5,Ví điện tử,4
DH01703,18/05/2025,KH0171,Hồ Chí Minh,Đồ uống,45000,1,Ví điện tử,5
DH01704,18/05/2025,KH0050,HỒ CHÍ MINH,Văn phòng phẩm,47000,3,Chuyển khoản,
DH01705,19/05/2025,KH0385,Đà Nẵng,Thực phẩm,25000,5,Chuyển khoản,5
DH01706,19/05/2025,,Hồ Chí Minh,Thực phẩm,98000,1,Ví điện tử,4
DH01707,19/05/2025,KH0399,Hà Nội,Văn phòng phẩm,22000,2,Chuyển khoản,2
DH01708,19/05/2025,KH0483,Đà Nẵng,Văn phòng phẩm,52000,4,Chuyển khoản,3
DH01709,19/05/2025,KH0350,  Hồ Chí Minh,Văn phòng phẩm,8000,2,Chuyển khoản,3
DH01710,19/05/2025,KH0199,Hà Nội,Đồ uống,40000,7,Tiền mặt,4
DH01711,19/05/2025,KH0123,Hà Nội,Mỹ phẩm,188000,1,Ví điện tử,3
DH01712,19/05/2025,KH0038,Cần Thơ,Đồ uống,24000,4,Chuyển khoản,
DH01713,19/05/2025,KH0255,Hồ Chí Minh,Mỹ phẩm,291000,5,Ví điện tử,4
DH01714,19/05/2025,KH0473,Cần Thơ,Thực phẩm,56000,3,Ví điện tử,4
DH01715,19/05/2025,KH0204,Hồ Chí Minh,Đồ uống,44000,4,Chuyển khoản,4
DH01716,19/05/2025,KH0110,Hà Nội,Mỹ phẩm,439000,4,Chuyển khoản,4
DH01717,19/05/2025,KH0125, hà nội  ,Mỹ phẩm,259000,3,Chuyển khoản,5
DH01718,20/05/2025,KH0078,Cần Thơ,Gia dụng,143000,3,Chuyển khoản,3
DH01719,20/05/2025,KH0449,Huế,Văn phòng phẩm,43000,3,Tiền mặt,4
DH01720,20/05/2025,,Hồ Chí Minh,Văn phòng phẩm,8000,3,Chuyển khoản,3
DH01721,20/05/2025,KH0211,Hà Nội,Thực phẩm,32000,1,Chuyển khoản,3
DH01722,20/05/2025,KH0487,Hồ Chí Minh ,Mỹ phẩm,396000,2,Ví điện tử,1
DH01723,20/05/2025,KH0428,Hồ Chí Minh,Văn phòng phẩm,16000,2,Ví điện tử,4
DH01724,20/05/2025,KH0075,Đà Nẵng ,Văn phòng phẩm,14000,4,Ví điện tử,4
DH01725,21/05/2025,KH0178,Huế,Thực phẩm,56000,3,Tiền mặt,
DH01726,21/05/2025,KH0199,Đà Nẵng,Thực phẩm,21000,4,Chuyển khoản,4
DH01727,21/05/2025,KH0328,Cần Thơ,Thực phẩm,58000,3,Chuyển khoản,2
DH01728,21/05/2025,,Hà Nội,Đồ uống,36000,7,Ví điện tử,2
DH01729,21/05/2025,KH0429,Hà Nội,Văn phòng phẩm,57000,3,Tiền mặt,5
DH01730,21/05/2025,KH0317,Hồ Chí Minh,Gia dụng,600000,1,Ví điện tử,3
DH01731,21/05/2025,KH0242,Hồ Chí Minh,Đồ uống,13000,4,Chuyển khoản,2
DH01732,21/05/2025,KH0293,  Hà Nội,Mỹ phẩm,330000,2,Ví điện tử,4
DH01733,21/05/2025,KH0398,Hà Nội,Gia dụng,139000,3,Chuyển khoản,4
DH01734,21/05/2025,KH0240,Hà Nội,Thực phẩm,71000,3,Chuyển khoản,5
DH01735,22/05/2025,,Hà Nội,Đồ uống,33000,5,Ví điện tử,3
DH01736,22/05/2025,KH0149,Cần Thơ,Mỹ phẩm,436000,4,Tiền mặt,4
DH01737,22/05/2025,KH0454,Hà Nội ,Đồ uống,14000,3,Chuyển khoản,5
DH01738,22/05/2025,KH0485,Hồ Chí Minh,Thực phẩm,127000,3,Chuyển khoản,4
DH01739,22/05/2025,KH0477, cần thơ  ,Thực phẩm,149000,2,Tiền mặt,5
DH01740,22/05/2025,KH0320,Đà Nẵng,Văn phòng phẩm,26000,6,Tiền mặt,4
DH01741,22/05/2025,KH0354,Huế,Gia dụng,461000,2,Chuyển khoản,4
DH01742,22/05/2025,KH0388,Đà Nẵng,Thực phẩm,70000,1,Ví điện tử,
DH01743,22/05/2025,KH0459,Hà Nội,Gia dụng,167000,2,Ví điện tử,3
DH01744,22/05/2025,KH0037,Hồ Chí Minh,Mỹ phẩm,398000,2,Tiền mặt,4
DH01745,22/05/2025,KH0555,Cần Thơ,Văn phòng phẩm,34000,5,Tiền mặt,
DH01746,22/05/2025,KH0499,Hồ Chí Minh,Đồ uống,36000,2,Tiền mặt,4
DH01747,22/05/2025,KH0102,Hà Nội,Đồ uống,34000,5,Tiền mặt,2
DH01748,22/05/2025,KH0083,Hà Nội,Thực phẩm,131000,6,Chuyển khoản,4
DH01749,22/05/2025,KH0410,Hà Nội,Đồ uống,27000,9,Chuyển khoản,4
DH01750,23/05/2025,KH0227,Hà Nội,Mỹ phẩm,139000,3,Ví điện tử,4
DH01751,23/05/2025,KH0290,Đà Nẵng,Gia dụng,589000,1,Chuyển khoản,4
DH01752,23/05/2025,,Đà Nẵng,Gia dụng,597000,1,Chuyển khoản,4
DH01753,23/05/2025,KH0145,Cần Thơ,Thực phẩm,134000,4,Ví điện tử,3
DH01754,23/05/2025,KH0325,HUẾ,Văn phòng phẩm,36000,4,Tiền mặt,2
DH01755,23/05/2025,KH0014,Hồ Chí Minh,Thực phẩm,103000,6,Chuyển khoản,5
DH01756,23/05/2025,KH0039,Đà Nẵng,Đồ uống,44000,5,Ví điện tử,
DH01757,23/05/2025,,Hồ Chí Minh,Thực phẩm,97000,3,Ví điện tử,1
DH01757,23/05/2025,,Hồ Chí Minh,Thực phẩm,97000,3,Ví điện tử,1
DH01758,23/05/2025,,Hồ Chí Minh,Văn phòng phẩm,23000,7,Chuyển khoản,4
DH01759,23/05/2025,KH0128,Hồ Chí Minh,Văn phòng phẩm,50000,5,Tiền mặt,5
DH01760,23/05/2025,KH0373,Hà Nội,Mỹ phẩm,421000,2,Chuyển khoản,5
DH01761,23/05/2025,KH0362,  Đà Nẵng,Mỹ phẩm,209000,2,Tiền mặt,4
DH01762,23/05/2025,,Hồ Chí Minh,Đồ uống,45000,3,Tiền mặt,4
DH01763,23/05/2025,KH0425,Cần Thơ,Thực phẩm,75000,5,Chuyển khoản,2
DH01764,23/05/2025,KH0494,Huế,Văn phòng phẩm,6000,4,Chuyển khoản,3
DH01765,23/05/2025,KH0016,Hồ Chí Minh,Mỹ phẩm,102000,5,Ví điện tử,3
DH01766,23/05/2025,KH0381,Hà Nội,Thực phẩm,47000,2,Tiền mặt,4
DH01767,24/05/2025,KH0356,Hà Nội,Đồ uống,37000,6,Chuyển khoản,
DH01768,24/05/2025,,Hồ Chí Minh,Đồ uống,30000,2,Tiền mặt,4
DH01769,24/05/2025,KH0094,Cần Thơ,Gia dụng,440000,1,Tiền mặt,3
DH01770,24/05/2025,KH0167,Hà Nội,Thực phẩm,111000,4,Tiền mặt,1
DH01771,24/05/2025,KH0489,Cần Thơ,Văn phòng phẩm,15000,6,Ví điện tử,
DH01772,24/05/2025,KH0090,Hồ Chí Minh,Đồ uống,44000,4,Tiền mặt,1
DH01773,24/05/2025,KH0033,Cần Thơ,Đồ uống,14000,6,Chuyển khoản,2
DH01774,24/05/2025,KH0423,Hồ Chí Minh,Mỹ phẩm,128000,2,Ví điện tử,
DH01775,24/05/2025,KH0112,Hồ Chí Minh,Văn phòng phẩm,8000,4,Tiền mặt,2
